classification_path,name,is_group,table_column,printed_page,scan_leaf,unit_code,unit,persons,males,females
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,17,Baluchistan States,242,159,83
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,18,Baroda State,920,779,141
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,19,Bengal States,29,23,6
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,20,Bihar and Orissa States,335,235,100
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,21,Bombay States,1105,723,382
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,22,Central India Agency,4108,2841,1267
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,23,Central Provinces States,370,246,124
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,24,Gwalior State,3310,1939,1371
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,25,Hyderabad State,4560,3630,930
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,26,Jammu and Kashmir State,880050,468940,411110
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,27,Madras States Agency,81,67,14
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,27b,Travancore State,76,64,12
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,27c,Other Madras States,5,3,2
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,28,Mysore State,275,238,37
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,29,North-West Frontier Province (Agencies and Tribal Areas),18695,18203,492
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,30,Punjab States,46022,25521,20501
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,31,Punjab States Agency,2315067,1290320,1024747
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,32,Rajputana Agency,125297,70745,54552
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,33,Sikkim State,18,14,4
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,34,United Provinces States,491,305,186
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,35,Western India States Agency,327,202,125
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,INDIA,India,2752432,1472406,1280026
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,PROV,Provinces,1151093,634418,516675
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,STATES,States and Agencies,1601339,837988,763351
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,1,Ajmer-Merwara,185,145,40
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,2,Andaman and Nicobar Islands,6,6,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,3,Assam,123832,75129,48703
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,4,Baluchistan (Districts and Administered Territories),7864,6249,1615
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,5,Bengal,133151,71533,61618
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,6,Bihar and Orissa,7411,4982,2429
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,7,Bombay (including Aden),5245,3055,2190
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,8,Burma,41350,28266,13084
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,9,Central Provinces and Berar,786,493,293
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,11,Delhi,1802,1422,380
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,12,Madras,190,130,60
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,13,North-West Frontier Province (Districts and Administered Territories),5172,3962,1210
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,14,Punjab,793079,414749,378330
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,15,United Provinces of Agra and Oudh,31020,24297,6723
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,16,Assam States,12350,8378,3972
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,17,Baluchistan States,37,37,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,18,Baroda State,152,125,27
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,19,Bengal States,996,574,422
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,20,Bihar and Orissa States,82,58,24
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,21,Bombay States,1551,937,614
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,22,Central India Agency,356,267,89
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,23,Central Provinces States,159,76,83
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,24,Gwalior State,298,181,117
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,26,Jammu and Kashmir State,634449,327749,306700
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,27,Madras States Agency,1,1,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,27b,Travancore State,1,1,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,28,Mysore State,10,3,7
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,29,North-West Frontier Province (Agencies and Tribal Areas),5177,5177,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,30,Punjab States,264346,137108,127238
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,31,Punjab States Agency,641727,337063,304664
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,32,Rajputana Agency,679,496,183
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,33,Sikkim State,38866,19693,19173
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,34,United Provinces States,47,25,22
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group,Pahari Group,1,764,497,502,35,Western India States Agency,56,40,16
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,INDIA,India,7170,6180,990
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,PROV,Provinces,6720,5853,867
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,STATES,States and Agencies,450,327,123
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,1,Ajmer-Merwara,48,48,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,3,Assam,44,36,8
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,4,Baluchistan (Districts and Administered Territories),3132,2866,266
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,8,Burma,2969,2542,427
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,9,Central Provinces and Berar,256,129,127
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,11,Delhi,12,12,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,14,Punjab,259,220,39
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,16,Assam States,32,22,10
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,17,Baluchistan States,37,37,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,22,Central India Agency,132,95,37
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,26,Jammu and Kashmir State,3,3,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,30,Punjab States,2,,2
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,31,Punjab States Agency,193,123,70
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Central Pahari,Central Pahari,0,767,497,502,32,Rajputana Agency,51,47,4
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,INDIA,India,412951,251266,161685
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,PROV,Provinces,351617,214803,136814
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,STATES,States and Agencies,61334,36463,24871
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,1,Ajmer-Merwara,84,51,33
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,2,Andaman and Nicobar Islands,2,2,
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,3,Assam,123788,75093,48695
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,4,Baluchistan (Districts and Administered Territories),4653,3309,1344
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,5,Bengal,133151,71533,61618
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,6,Bihar and Orissa,7411,4982,2429
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,7,Bombay (including Aden),1413,1024,389
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,8,Burma,38381,25724,12657
"A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Pahari Group > Eastern Pahari, Khas-Kura or Naipali","Eastern Pahari, Khas-Kura or Naipali",0,770,497,502,9,Central Provinces and Berar,476,324,152
